RegionKey,division,district,upazila,RegionDpheUrl,RegionContactCount,RegionContactEmails
Barisal-Barguna-Amtali,Barisal,Barguna,Amtali,http://dphe.amtali.barguna.gov.bd/en,5,2
Barisal-Barguna-Bamna,Barisal,Barguna,Bamna,http://dphe.bamna.barguna.gov.bd/en,8,1
Barisal-Barguna-Barguna Sadar,Barisal,Barguna,Barguna Sadar,http://dphe.sadar.barguna.gov.bd/en,5,1
Barisal-Barguna-Betagi,Barisal,Barguna,Betagi,http://dphe.betagi.barguna.gov.bd/en,4,3
Barisal-Barguna-Patharghata,Barisal,Barguna,Patharghata,http://dphe.pathorghata.barguna.gov.bd/,6,1
Barisal-Barisal-Agailjhara,Barisal,Barisal,Agailjhara,http://dphe.agailjhara.barisal.gov.bd/en,3,1
Barisal-Barisal-Babuganj,Barisal,Barisal,Babuganj,http://dphe.babuganj.barisal.gov.bd/en,14,2
Barisal-Barisal-Bakerganj,Barisal,Barisal,Bakerganj,http://dphe.bakerganj.barisal.gov.bd/en,8,4
Barisal-Barisal-Banari Para,Barisal,Barisal,Banari Para,http://dphe.banaripara.barisal.gov.bd/en,6,1
Barisal-Barisal-Barisal Sadar (Kotwali),Barisal,Barisal,Barisal Sadar (Kotwali),http://dphe.barisalsadar.barisal.gov.bd/en,3,1
Barisal-Barisal-Gaurnadi,Barisal,Barisal,Gaurnadi,http://dphe.gournadi.barisal.gov.bd/,10,3
Barisal-Barisal-Hizla,Barisal,Barisal,Hizla,http://dphe.hizla.barisal.gov.bd/en,7,1
Barisal-Barisal-Mehendiganj,Barisal,Barisal,Mehendiganj,http://dphe.mehendiganj.barisal.gov.bd/en,1,1
Barisal-Barisal-Muladi,Barisal,Barisal,Muladi,http://dphe.muladi.barisal.gov.bd/en,3,2
Barisal-Barisal-Wazirpur,Barisal,Barisal,Wazirpur,http://dphe.wazirpur.barisal.gov.bd/en,9,1
Barisal-Bhola-Bhola Sadar,Barisal,Bhola,Bhola Sadar,http://dphe.sadar.bhola.gov.bd/en,9,2
Barisal-Bhola-Burhanuddin,Barisal,Bhola,Burhanuddin,http://dphe.borhanuddin.bhola.gov.bd/en,8,8
Barisal-Bhola-Char Fasson,Barisal,Bhola,Char Fasson,http://dphe.charfesson.bhola.gov.bd/en,10,4
Barisal-Bhola-Daulatkhan,Barisal,Bhola,Daulatkhan,http://dphe.doulatkhan.bhola.gov.bd/en,11,1
Barisal-Bhola-Lalmohan,Barisal,Bhola,Lalmohan,http://dphe.lalmohan.bhola.gov.bd/en,8,5
Barisal-Bhola-Manpura,Barisal,Bhola,Manpura,http://dphe.monpura.bhola.gov.bd/en,4,4
Barisal-Bhola-Tazumuddin,Barisal,Bhola,Tazumuddin,http://dphe.tazumuddin.bhola.gov.bd/en,10,1
Barisal-Jhalokati-Jhalokati Sadar,Barisal,Jhalokati,Jhalokati Sadar,http://dphe.sadar.jhalakathi.gov.bd/en,8,1
Barisal-Jhalokati-Kanthalia,Barisal,Jhalokati,Kanthalia,http://dphe.kathalia.jhalakathi.gov.bd/en,3,1
Barisal-Jhalokati-Nalchity,Barisal,Jhalokati,Nalchity,http://dphe.nalchity.jhalakathi.gov.bd/en,6,4
Barisal-Jhalokati-Rajapur,Barisal,Jhalokati,Rajapur,http://dphe.rajapur.jhalakathi.gov.bd/en,5,2
Barisal-Patuakhali-Bauphal,Barisal,Patuakhali,Bauphal,http://dphe.bauphal.patuakhali.gov.bd/en,1,0
Barisal-Patuakhali-Dashmina,Barisal,Patuakhali,Dashmina,http://dphe.dashmina.patuakhali.gov.bd/en,6,6
Barisal-Patuakhali-Dumki,Barisal,Patuakhali,Dumki,http://dphe.dumki.patuakhali.gov.bd/en,0,0
Barisal-Patuakhali-Galachipa,Barisal,Patuakhali,Galachipa,http://dphe.galachipa.patuakhali.gov.bd/en,4,3
Barisal-Patuakhali-Kala Para,Barisal,Patuakhali,Kala Para,http://dphe.kalapara.patuakhali.gov.bd/en,6,4
Barisal-Patuakhali-Mirzaganj,Barisal,Patuakhali,Mirzaganj,http://dphe.mirzaganj.patuakhali.gov.bd/en,6,3
Barisal-Patuakhali-Patuakhali Sadar,Barisal,Patuakhali,Patuakhali Sadar,http://dphe.sadar.patuakhali.gov.bd/en,10,1
Barisal-Pirojpur-Bhandaria,Barisal,Pirojpur,Bhandaria,http://dphe.bhandaria.pirojpur.gov.bd/en,7,3
Barisal-Pirojpur-Kawkhali,Barisal,Pirojpur,Kawkhali,http://dphe.kawkhali.pirojpur.gov.bd/en,6,1
Barisal-Pirojpur-Mathbaria,Barisal,Pirojpur,Mathbaria,http://dphe.mathbaria.pirojpur.gov.bd/en,7,5
Barisal-Pirojpur-Nazirpur,Barisal,Pirojpur,Nazirpur,http://dphe.nazirpur.pirojpur.gov.bd/en,10,4
Barisal-Pirojpur-Nesarabad (Swarupkati),Barisal,Pirojpur,Nesarabad (Swarupkati),http://dphe.nesarabad.pirojpur.gov.bd/en,2,2
Barisal-Pirojpur-Pirojpur Sadar,Barisal,Pirojpur,Pirojpur Sadar,http://dphe.sadar.pirojpur.gov.bd/en,9,1
Barisal-Pirojpur-Zianagar,Barisal,Pirojpur,Zianagar,http://dphe.zianagar.pirojpur.gov.bd/en,0,0
Chittagong-Bandarban-Alikadam,Chittagong,Bandarban,Alikadam,http://dphe.alikadam.bandarban.gov.bd/en,6,3
Chittagong-Bandarban-Bandarban Sadar,Chittagong,Bandarban,Bandarban Sadar,http://dphe.sadar.bandarban.gov.bd/en,8,4
Chittagong-Bandarban-Lama,Chittagong,Bandarban,Lama,http://dphe.lama.bandarban.gov.bd/en,9,2
Chittagong-Bandarban-Naikhongchhari,Chittagong,Bandarban,Naikhongchhari,http://dphe.naikhongchhari.bandarban.gov.bd/en,8,4
Chittagong-Bandarban-Rowangchhari,Chittagong,Bandarban,Rowangchhari,http://dphe.rowangchhari.bandarban.gov.bd/en,4,2
Chittagong-Bandarban-Ruma,Chittagong,Bandarban,Ruma,http://dphe.ruma.bandarban.gov.bd/en,3,0
Chittagong-Bandarban-Thanchi,Chittagong,Bandarban,Thanchi,http://dphe.thanchi.bandarban.gov.bd/en,3,2
Chittagong-Brahamanbaria-Akhaura,Chittagong,Brahamanbaria,Akhaura,http://dphe.akhaura.brahmanbaria.gov.bd/en,10,2
Chittagong-Brahamanbaria-Ashuganj,Chittagong,Brahamanbaria,Ashuganj,http://dphe.ashuganj.brahmanbaria.gov.bd/en,7,2
Chittagong-Brahamanbaria-Banchharampur,Chittagong,Brahamanbaria,Banchharampur,http://dphe.bancharampur.brahmanbaria.gov.bd/en,9,4
Chittagong-Brahamanbaria-Bijoynagar,Chittagong,Brahamanbaria,Bijoynagar,http://dphe.bijoynagar.brahmanbaria.gov.bd/en,6,1
Chittagong-Brahamanbaria-Brahmanbaria Sadar,Chittagong,Brahamanbaria,Brahmanbaria Sadar,http://dphe.sadar.brahmanbaria.gov.bd/en,8,2
Chittagong-Brahamanbaria-Kasba,Chittagong,Brahamanbaria,Kasba,http://dphe.kasba.brahmanbaria.gov.bd/en,6,1
Chittagong-Brahamanbaria-Nabinagar,Chittagong,Brahamanbaria,Nabinagar,http://dphe.nabinagar.brahmanbaria.gov.bd/en,9,2
Chittagong-Brahamanbaria-Nasirnagar,Chittagong,Brahamanbaria,Nasirnagar,http://dphe.nasirnagar.brahmanbaria.gov.bd/en,10,10
Chittagong-Brahamanbaria-Sarail,Chittagong,Brahamanbaria,Sarail,http://dphe.sarail.brahmanbaria.gov.bd/en,11,7
Chittagong-Chandpur-Chandpur Sadar,Chittagong,Chandpur,Chandpur Sadar,http://dphe.sadar.chandpur.gov.bd/en,8,4
Chittagong-Chandpur-Faridganj,Chittagong,Chandpur,Faridganj,http://dphe.faridgonj.chandpur.gov.bd/en,9,5
Chittagong-Chandpur-Haim Char,Chittagong,Chandpur,Haim Char,http://dphe.haimchar.chandpur.gov.bd/en,5,3
Chittagong-Chandpur-Hajiganj,Chittagong,Chandpur,Hajiganj,http://dphe.hajiganj.chandpur.gov.bd/en,9,3
Chittagong-Chandpur-Kachua,Chittagong,Chandpur,Kachua,http://dphe.kachua.chandpur.gov.bd/en,8,3
Chittagong-Chandpur-Matlab Dakshin,Chittagong,Chandpur,Matlab Dakshin,http://dphe.matlabsouth.chandpur.gov.bd/en,7,1
Chittagong-Chandpur-Matlab Uttar,Chittagong,Chandpur,Matlab Uttar,http://dphe.matlabnorth.chandpur.gov.bd/en,6,2
Chittagong-Chandpur-Shahrasti,Chittagong,Chandpur,Shahrasti,http://dphe.shahrasti.chandpur.gov.bd/en,7,1
Chittagong-Chittagong-Anowara,Chittagong,Chittagong,Anowara,http://dphe.anwara.chittagong.gov.bd/en,7,2
Chittagong-Chittagong-Bakalia,Chittagong,Chittagong,Bakalia,http://dphe.bakalia.chittagong.gov.bd/en,0,0
Chittagong-Chittagong-Banshkhali,Chittagong,Chittagong,Banshkhali,http://dphe.banshkhali.chittagong.gov.bd/en,6,1
Chittagong-Chittagong-Bayejid Bostami,Chittagong,Chittagong,Bayejid Bostami,http://dphe.bayejidbostami.chittagong.gov.bd/en,0,0
Chittagong-Chittagong-Boalkhali,Chittagong,Chittagong,Boalkhali,http://dphe.boalkhali.chittagong.gov.bd/en,9,3
Chittagong-Chittagong-Chandanaish,Chittagong,Chittagong,Chandanaish,http://dphe.chandanaish.chittagong.gov.bd/en,8,3
Chittagong-Chittagong-Chandgaon,Chittagong,Chittagong,Chandgaon,http://dphe.chandgaon.chittagong.gov.bd/en,0,0
Chittagong-Chittagong-Fatikchhari,Chittagong,Chittagong,Fatikchhari,http://dphe.fatikchhari.chittagong.gov.bd/en,10,4
Chittagong-Chittagong-Hathazari,Chittagong,Chittagong,Hathazari,http://dphe.hathazari.chittagong.gov.bd/en,11,3
Chittagong-Chittagong-Khulshi,Chittagong,Chittagong,Khulshi,http://dphe.khulshi.chittagong.gov.bd/en,0,0
Chittagong-Chittagong-Lohagara,Chittagong,Chittagong,Lohagara,http://dphe.lohagara.chittagong.gov.bd/en,8,4
Chittagong-Chittagong-Mirsharai,Chittagong,Chittagong,Mirsharai,http://dphe.mirsharai.chittagong.gov.bd/en,9,4
Chittagong-Chittagong-Pahartali,Chittagong,Chittagong,Pahartali,http://dphe.pahartali.chittagong.gov.bd/en,0,0
Chittagong-Chittagong-Patiya,Chittagong,Chittagong,Patiya,http://dphe.patiya.chittagong.gov.bd/en,1,1
Chittagong-Chittagong-Rangunia,Chittagong,Chittagong,Rangunia,http://dphe.rangunia.chittagong.gov.bd/en,1,1
Chittagong-Chittagong-Raozan,Chittagong,Chittagong,Raozan,http://dphe.raozan.chittagong.gov.bd/en,7,2
Chittagong-Chittagong-Sandwip,Chittagong,Chittagong,Sandwip,http://dphe.sandwip.chittagong.gov.bd/en,9,2
Chittagong-Chittagong-Satkania,Chittagong,Chittagong,Satkania,http://dphe.satkania.chittagong.gov.bd/en,7,3
Chittagong-Chittagong-Sitakunda,Chittagong,Chittagong,Sitakunda,http://dphe.sitakunda.chittagong.gov.bd/en,9,5
Chittagong-Comilla-Barura,Chittagong,Comilla,Barura,http://dphe.barura.comilla.gov.bd/en,6,1
Chittagong-Comilla-Brahman Para,Chittagong,Comilla,Brahman Para,http://dphe.brahmanpara.comilla.gov.bd/en,7,1
Chittagong-Comilla-Burichang,Chittagong,Comilla,Burichang,http://dphe.burichang.comilla.gov.bd/en,8,4
Chittagong-Comilla-Chandina,Chittagong,Comilla,Chandina,http://dphe.chandina.comilla.gov.bd/en,9,1
Chittagong-Comilla-Chauddagram,Chittagong,Comilla,Chauddagram,http://dphe.chauddagram.comilla.gov.bd/en,3,1
Chittagong-Comilla-Comilla Adarsha Sadar,Chittagong,Comilla,Comilla Adarsha Sadar,http://dphe.comillasadar.comilla.gov.bd/en,7,2
Chittagong-Comilla-Comilla Sadar Dakshin,Chittagong,Comilla,Comilla Sadar Dakshin,http://dphe.sadarsouth.comilla.gov.bd/en,9,2
Chittagong-Comilla-Daudkandi,Chittagong,Comilla,Daudkandi,http://dphe.daudkandi.comilla.gov.bd/en,9,5
Chittagong-Comilla-Debidwar,Chittagong,Comilla,Debidwar,http://dphe.debidwar.comilla.gov.bd/en,2,1
Chittagong-Comilla-Homna,Chittagong,Comilla,Homna,http://dphe.homna.comilla.gov.bd/en,13,3
Chittagong-Comilla-Laksam,Chittagong,Comilla,Laksam,http://dphe.laksam.comilla.gov.bd/en,3,2
Chittagong-Comilla-Manoharganj,Chittagong,Comilla,Manoharganj,http://dphe.monohargonj.comilla.gov.bd/en,5,3
Chittagong-Comilla-Meghna,Chittagong,Comilla,Meghna,http://dphe.meghna.comilla.gov.bd/en,7,1
Chittagong-Comilla-Muradnagar,Chittagong,Comilla,Muradnagar,http://dphe.muradnagar.comilla.gov.bd/en,7,2
Chittagong-Comilla-Nangalkot,Chittagong,Comilla,Nangalkot,http://dphe.nangalkot.comilla.gov.bd/en,8,5
Chittagong-Comilla-Titas,Chittagong,Comilla,Titas,http://dphe.titas.comilla.gov.bd/en,8,2
Chittagong-Cox's Bazar-Chakaria,Chittagong,Cox's Bazar,Chakaria,http://dphe.chakaria.coxsbazar.gov.bd/en,14,4
Chittagong-Cox's Bazar-Cox's Bazar Sadar,Chittagong,Cox's Bazar,Cox's Bazar Sadar,http://dphe.sadar.coxsbazar.gov.bd/en,20,8
Chittagong-Cox's Bazar-Kutubdia,Chittagong,Cox's Bazar,Kutubdia,http://dphe.kutubdia.coxsbazar.gov.bd/en,14,2
Chittagong-Cox's Bazar-Maheshkhali,Chittagong,Cox's Bazar,Maheshkhali,http://dphe.maheshkhali.coxsbazar.gov.bd/en,0,0
Chittagong-Cox's Bazar-Pekua,Chittagong,Cox's Bazar,Pekua,http://dphe.pekua.coxsbazar.gov.bd/en,14,6
Chittagong-Cox's Bazar-Ramu,Chittagong,Cox's Bazar,Ramu,http://dphe.ramu.coxsbazar.gov.bd/en,22,2
Chittagong-Cox's Bazar-Teknaf,Chittagong,Cox's Bazar,Teknaf,http://dphe.teknaf.coxsbazar.gov.bd/en,16,4
Chittagong-Cox's Bazar-Ukhia,Chittagong,Cox's Bazar,Ukhia,http://dphe.ukhiya.coxsbazar.gov.bd/en,16,14
Chittagong-Feni-Chhagalnaiya,Chittagong,Feni,Chhagalnaiya,http://dphe.chhagalnaiya.feni.gov.bd/en,4,1
Chittagong-Feni-Daganbhuiyan,Chittagong,Feni,Daganbhuiyan,http://dphe.daganbhuiyan.feni.gov.bd/en,6,1
Chittagong-Feni-Feni Sadar,Chittagong,Feni,Feni Sadar,http://dphe.sadar.feni.gov.bd/en,9,9
Chittagong-Feni-Fulgazi,Chittagong,Feni,Fulgazi,http://dphe.fulgazi.feni.gov.bd/en,6,4
Chittagong-Feni-Parshuram,Chittagong,Feni,Parshuram,http://dphe.parshuram.feni.gov.bd/en,4,2
Chittagong-Feni-Sonagazi,Chittagong,Feni,Sonagazi,http://dphe.sonagazi.feni.gov.bd/en,9,1
Chittagong-Khagrachhari-Dighinala,Chittagong,Khagrachhari,Dighinala,http://dphe.dighinala.khagrachhari.gov.bd/en,6,6
Chittagong-Khagrachhari-Khagrachhari Sadar,Chittagong,Khagrachhari,Khagrachhari Sadar,http://dphe.sadar.khagrachhari.gov.bd/en,7,4
Chittagong-Khagrachhari-Lakshmichhari,Chittagong,Khagrachhari,Lakshmichhari,http://dphe.lakshmichhari.khagrachhari.gov.bd/en,0,0
Chittagong-Khagrachhari-Mahalchhari,Chittagong,Khagrachhari,Mahalchhari,http://dphe.mahalchhari.khagrachhari.gov.bd/en,0,0
Chittagong-Khagrachhari-Manikchhari,Chittagong,Khagrachhari,Manikchhari,http://dphe.manikchhari.khagrachhari.gov.bd/en,0,0
Chittagong-Khagrachhari-Matiranga,Chittagong,Khagrachhari,Matiranga,http://dphe.matiranga.khagrachhari.gov.bd/en,6,1
Chittagong-Khagrachhari-Panchhari,Chittagong,Khagrachhari,Panchhari,http://dphe.panchhari.khagrachhari.gov.bd/en,0,0
Chittagong-Khagrachhari-Ramgarh,Chittagong,Khagrachhari,Ramgarh,http://dphe.ramgarh.khagrachhari.gov.bd/en,9,7
Chittagong-Lakshmipur-Kamalnagar,Chittagong,Lakshmipur,Kamalnagar,http://dphe.kamalnagar.lakshmipur.gov.bd/en,7,1
Chittagong-Lakshmipur-Lakshmipur Sadar,Chittagong,Lakshmipur,Lakshmipur Sadar,http://dphe.sadar.lakshmipur.gov.bd/en,10,4
Chittagong-Lakshmipur-Ramganj,Chittagong,Lakshmipur,Ramganj,http://dphe.ramganj.lakshmipur.gov.bd/en,10,1
Chittagong-Lakshmipur-Ramgati,Chittagong,Lakshmipur,Ramgati,http://dphe.ramgati.lakshmipur.gov.bd/en,7,3
Chittagong-Lakshmipur-Roypur,Chittagong,Lakshmipur,Roypur,http://dphe.roypur.lakshmipur.gov.bd/en,0,0
Chittagong-Noakhali-Begumganj,Chittagong,Noakhali,Begumganj,http://dphe.begumganj.noakhali.gov.bd/en,3,2
Chittagong-Noakhali-Chatkhil,Chittagong,Noakhali,Chatkhil,http://dphe.chatkhil.noakhali.gov.bd/en,8,1
Chittagong-Noakhali-Companiganj,Chittagong,Noakhali,Companiganj,http://dphe.companiganj.noakhali.gov.bd/en,10,2
